samplename_index_lane readgroup_id readgroup_platform path_to_R1_fastq_file path_to_R2_fastq_file
ND157_1_L002 A22W25NLT4.L002.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1004/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1004_S4_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1004/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1004_S4_L002_R2_001.fastq.gz
ND157_1_L001 A22W25NLT4.L001.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1004/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1004_S4_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1004/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1004_S4_L001_R2_001.fastq.gz
ND157_2_L002 A22W25NLT4.L002.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1005/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1005_S5_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1005/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1005_S5_L002_R2_001.fastq.gz
ND157_2_L003 A22W25NLT4.L003.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1005/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1005_S5_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1005/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1005_S5_L003_R2_001.fastq.gz
ND157_2_L001 A22W25NLT4.L001.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1005/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1005_S5_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1005/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1005_S5_L001_R2_001.fastq.gz
ND157_3_L003 A22W25NLT4.L003.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1006/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1006_S6_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1006/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1006_S6_L003_R2_001.fastq.gz
ND157_3_L001 A22W25NLT4.L001.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1006/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1006_S6_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1006/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1006_S6_L001_R2_001.fastq.gz
ND157_3_L002 A22W25NLT4.L002.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1006/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1006_S6_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1006/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1006_S6_L002_R2_001.fastq.gz
ND158_1_L002 A22W25NLT4.L002.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1007/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1007_S7_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1007/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1007_S7_L002_R2_001.fastq.gz
ND158_1_L003 A22W25NLT4.L003.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1007/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1007_S7_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1007/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1007_S7_L003_R2_001.fastq.gz
ND158_1_L001 A22W25NLT4.L001.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1007/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1007_S7_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1007/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1007_S7_L001_R2_001.fastq.gz
ND158_2_L002 A22W25NLT4.L002.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1008/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1008_S8_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1008/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1008_S8_L002_R2_001.fastq.gz
ND158_2_L003 A22W25NLT4.L003.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1008/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1008_S8_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1008/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1008_S8_L003_R2_001.fastq.gz
ND158_2_L001 A22W25NLT4.L001.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1008/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1008_S8_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1008/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1008_S8_L001_R2_001.fastq.gz
ND158_3_L001 A22W25NLT4.L001.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1009/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1009_S9_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1009/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1009_S9_L001_R2_001.fastq.gz
ND158_3_L002 A22W25NLT4.L002.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1009/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1009_S9_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1009/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1009_S9_L002_R2_001.fastq.gz
ND158_3_L003 A22W25NLT4.L003.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1009/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1009_S9_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1009/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1009_S9_L003_R2_001.fastq.gz
ND161_1_L003 A22W25NLT4.L003.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1010/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1010_S10_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1010/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1010_S10_L003_R2_001.fastq.gz
ND161_1_L002 A22W25NLT4.L002.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1010/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1010_S10_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1010/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1010_S10_L002_R2_001.fastq.gz
ND161_1_L001 A22W25NLT4.L001.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1010/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1010_S10_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1010/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1010_S10_L001_R2_001.fastq.gz
ND161_2_L001 A22W25NLT4.L001.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1011/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1011_S11_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1011/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1011_S11_L001_R2_001.fastq.gz
ND161_2_L002 A22W25NLT4.L002.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1011/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1011_S11_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1011/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1011_S11_L002_R2_001.fastq.gz
ND161_2_L003 A22W25NLT4.L003.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1011/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1011_S11_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1011/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1011_S11_L003_R2_001.fastq.gz
ND161_3_L003 A22W25NLT4.L003.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1012/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1012_S12_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1012/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1012_S12_L003_R2_001.fastq.gz
ND161_3_L002 A22W25NLT4.L002.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1012/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1012_S12_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1012/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1012_S12_L002_R2_001.fastq.gz
ND161_3_L001 A22W25NLT4.L001.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1012/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1012_S12_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1012/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1012_S12_L001_R2_001.fastq.gz
ND164_1_L003 A22W25NLT4.L003.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1013/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1013_S13_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1013/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1013_S13_L003_R2_001.fastq.gz
ND164_1_L001 A22W25NLT4.L001.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1013/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1013_S13_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1013/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1013_S13_L001_R2_001.fastq.gz
ND164_1_L002 A22W25NLT4.L002.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1013/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1013_S13_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1013/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1013_S13_L002_R2_001.fastq.gz
ND164_2_L001 A22W25NLT4.L001.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1014/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1014_S14_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1014/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1014_S14_L001_R2_001.fastq.gz
ND164_2_L003 A22W25NLT4.L003.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1014/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1014_S14_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1014/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1014_S14_L003_R2_001.fastq.gz
ND164_2_L002 A22W25NLT4.L002.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1014/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1014_S14_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1014/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1014_S14_L002_R2_001.fastq.gz
ND164_3_L002 A22W25NLT4.L002.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1015/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1015_S15_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1015/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1015_S15_L002_R2_001.fastq.gz
ND164_3_L001 A22W25NLT4.L001.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1015/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1015_S15_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1015/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1015_S15_L001_R2_001.fastq.gz
ND164_3_L003 A22W25NLT4.L003.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1015/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1015_S15_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1015/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1015_S15_L003_R2_001.fastq.gz
ND165_1_L001 A22W25NLT4.L001.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1016/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1016_S16_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1016/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1016_S16_L001_R2_001.fastq.gz
ND165_1_L002 A22W25NLT4.L002.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1016/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1016_S16_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1016/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1016_S16_L002_R2_001.fastq.gz
ND165_1_L003 A22W25NLT4.L003.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1016/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1016_S16_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1016/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1016_S16_L003_R2_001.fastq.gz
ND165_2_L003 A22W25NLT4.L003.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1017/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1017_S17_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1017/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1017_S17_L003_R2_001.fastq.gz
ND165_2_L001 A22W25NLT4.L001.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1017/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1017_S17_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1017/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1017_S17_L001_R2_001.fastq.gz
ND165_2_L002 A22W25NLT4.L002.2 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1017/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1017_S17_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1017/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1017_S17_L002_R2_001.fastq.gz
ND165_3_L002 A22W25NLT4.L002.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1018/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1018_S18_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1018/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1018_S18_L002_R2_001.fastq.gz
ND165_3_L001 A22W25NLT4.L001.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1018/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1018_S18_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1018/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1018_S18_L001_R2_001.fastq.gz
ND165_3_L003 A22W25NLT4.L003.3 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1018/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1018_S18_L003_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1018/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1018_S18_L003_R2_001.fastq.gz
ND166_1_L002 A22W25NLT4.L002.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1019/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1019_S19_L002_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1019/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1019_S19_L002_R2_001.fastq.gz
ND166_1_L001 A22W25NLT4.L001.1 illumina /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1019/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1019_S19_L001_R1_001.fastq.gz /cfs/klemming/projects/supr/naiss2024-6-170/raw_data/Herring_DeepSeq_2/files/P36109/P36109_1019/02-FASTQ/20250702_LH00217_0229_A22W25NLT4/P36109_1019_S19_L001_R2_001.fastq.gz
