Run,Bases,BioSample,Experiment,Instrument,Library Name,LibraryLayout,Organism,Platform,Sample_name,SRA Study,sample_type,sex,Sample_code,Date,geo_loc_name,lat,lon,lat_lon,Spawning_time,Era
SRR5410391,268799272,SAMN05589103,SRX2702509,Illumina HiSeq 2500,PH2.lib,PAIRED,Clupea pallasii,ILLUMINA,PH2,SRP102201,individual,NA,PH2,2014,Pacific,49.35685,-123.87275,NA,spring,modern
SRR5410392,301812296,SAMN05589102,SRX2702510,Illumina HiSeq 2500,PH1.lib,PAIRED,Clupea pallasii,ILLUMINA,PH1,SRP102201,individual,NA,PH1,2014,Pacific,49.35685,-123.87275,NA,spring,modern
SRR5410405,62625178,SAMN05589089,SRX2702524,Illumina HiSeq 2500,NS3.lib,PAIRED,Clupea harengus,ILLUMINA,NS3,SRP102201,individual,NA,NS3,2014,NorthSea,N58°06′,E6°10′,NA,autumn,modern
SRR5410406,75485173,SAMN05589088,SRX2702525,Illumina HiSeq 2500,NS2.lib,PAIRED,Clupea harengus,ILLUMINA,NS2,SRP102201,individual,NA,NS2,2014,NorthSea,N58°06′,E6°10′,NA,autumn,modern
SRR5410407,99106953,SAMN05589087,SRX2702526,Illumina HiSeq 2500,NS1.lib,PAIRED,Clupea harengus,ILLUMINA,NS1,SRP102201,individual,NA,NS1,2014,NorthSea,N58°06′,E6°10′,NA,autumn,modern
SRR5410408,108139857,SAMN05589086,SRX2702527,Illumina HiSeq 2500,BAH3.lib,PAIRED,Clupea harengus,ILLUMINA,BAH3,SRP102201,individual,NA,BAH3,2014,Gävle,N60°44′,E17°35′,NA,autumn,modern
SRR5410409,64560133,SAMN05589085,SRX2702528,Illumina HiSeq 2500,BAH2.lib,PAIRED,Clupea harengus,ILLUMINA,BAH2,SRP102201,individual,NA,BAH2,2014,Gävle,N60°44′,E17°35′,NA,autumn,modern
SRR5410410,211022544,SAMN05589084,SRX2702529,Illumina HiSeq 2500,BAH1.lib,PAIRED,Clupea harengus,ILLUMINA,BAH1,SRP102201,individual,NA,BAH1,2014,Gävle,N60°44′,E17°35′,NA,autumn,modern
SRR5410411,193556203,SAMN05589083,SRX2702530,Illumina HiSeq 2500,BF3.lib,PAIRED,Clupea harengus,ILLUMINA,BF3,SRP102201,individual,NA,BF3,2014,Fehmarn,N54°50′,E11°30′,NA,autumn,modern
SRR5410412,217507015,SAMN05589082,SRX2702531,Illumina HiSeq 2500,BF2.lib,PAIRED,Clupea harengus,ILLUMINA,BF2,SRP102201,individual,NA,BF2,2014,Fehmarn,N54°50′,E11°30′,NA,autumn,modern
SRR5410413,309312228,SAMN05589081,SRX2702532,Illumina HiSeq 2500,BF1.lib,PAIRED,Clupea harengus,ILLUMINA,BF1,SRP102201,individual,NA,BF1,2014,Fehmarn,N54°50′,E11°30′,NA,autumn,modern
SRR5410393,99694113,SAMN05589101,SRX2702511,Illumina HiSeq 2500,CA-6B.lib,PAIRED,Clupea harengus,ILLUMINA,NsSB,SRP102201,individual,NA,NsSB,2014,Canada(Northumberland Strait),N46°19′,W64°09′,NA,spring,modern
SRR5410394,135629054,SAMN05589100,SRX2702512,Illumina HiSeq 2500,CA-6A.lib,PAIRED,Clupea harengus,ILLUMINA,NsSA,SRP102201,individual,NA,NsSA,2014,Canada(Northumberland Strait),N46°19′,W64°09′,NA,spring,modern
SRR5410395,117348100,SAMN05589099,SRX2702513,Illumina HiSeq 2500,CA-5B.lib,PAIRED,Clupea harengus,ILLUMINA,NsFB,SRP102201,individual,NA,NsFB,2014,Canada(Northumberland Strait),N45°44′,W62°36′,NA,autumn,modern
SRR5410396,283156588,SAMN05589098,SRX2702514,Illumina HiSeq 2500,CA-5A.lib,PAIRED,Clupea harengus,ILLUMINA,NsFA,SRP102201,individual,NA,NsFA,2014,Canada(Northumberland Strait),N45°44′,W62°36′,NA,autumn,modern
SRR5410397,60707796,SAMN05589097,SRX2702515,Illumina HiSeq 2500,CA-4B.lib,PAIRED,Clupea harengus,ILLUMINA,InBB,SRP102201,individual,NA,InBB,2014,Canada(Inner Baie Des Chaleurs),N48°00′,W65°51′,NA,spring,modern
SRR5410398,191724045,SAMN05589096,SRX2702516,Illumina HiSeq 2500,CA-4A.lib,PAIRED,Clupea harengus,ILLUMINA,InBA,SRP102201,individual,NA,InBA,2014,Canada(Inner Baie Des Chaleurs),N48°00′,W65°51′,NA,spring,modern
SRR5410399,295370326,SAMN05589095,SRX2702517,Illumina HiSeq 2500,CA-3B.lib,PAIRED,Clupea harengus,ILLUMINA,GeBB,SRP102201,individual,NA,GeBB,2014,Canada(German Banks),N43°16′,W66°18′,NA,autumn,modern
SRR5410400,463931284,SAMN05589094,SRX2702518,Illumina HiSeq 2500,CA-3A.lib,PAIRED,Clupea harengus,ILLUMINA,GeBA,SRP102201,individual,NA,GeBA,2014,Canada(German Banks),N43°16′,W66°18′,NA,autumn,modern
SRR5410401,394353114,SAMN05589093,SRX2702519,Illumina HiSeq 2500,CA-2B.lib,PAIRED,Clupea harengus,ILLUMINA,FBB,SRP102201,individual,NA,FBB,2014,Canada(Fortune Bay),N47°17′,W55°38′,NA,spring,modern
SRR5410402,394353114,SAMN05589092,SRX2702520,Illumina HiSeq 2500,CA-2A.lib,PAIRED,Clupea harengus,ILLUMINA,FBA,SRP102201,individual,NA,FBA,2014,Canada(Fortune Bay),N47°17′,W55°38′,NA,spring,modern
SRR5410403,472100970,SAMN05589091,SRX2702521,Illumina HiSeq 2500,CA-1B.lib,PAIRED,Clupea harengus,ILLUMINA,BoBB,SRP102201,individual,NA,BoBB,2014,Canada(Bonavista Bay),N48°49′,W53°20′,NA,autumn,modern
SRR5410404,353300137,SAMN05589090,SRX2702523,Illumina HiSeq 2500,CA-1A.lib,PAIRED,Clupea harengus,ILLUMINA,BoBA,SRP102201,individual,NA,BoBA,2014,Canada(Bonavista Bay),N48°49′,W53°20′,NA,autumn,modern
