Run,Bases,BioSample,Experiment,Instrument,Library Name,LibraryLayout,Organism,Platform,Sample_name,SRA Study,sample_type,sex,Sample_code,Date,geo_loc_name,lat,lon,lat_lon,Spawning_time,Era
ERR9709102,1567973736,SAMEA14369567,ERX9258433,Illumina HiSeq 2500,HER003E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER003d,ERP137457,individual,NA,HER003,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709103,6186772,SAMEA14369568,ERX9258434,Illumina HiSeq 4000,HER003E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER003e,ERP137457,individual,NA,HER003,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709104,40068,SAMEA14369569,ERX9258435,Illumina HiSeq 2500,HER004E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER004a,ERP137457,individual,NA,HER004,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709105,2986031664,SAMEA14369570,ERX9258436,Illumina HiSeq 2500,HER004E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER004b,ERP137457,individual,NA,HER004,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709106,3238016796,SAMEA14369571,ERX9258437,Illumina HiSeq 2500,HER004E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER004c,ERP137457,individual,NA,HER004,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709107,3278951928,SAMEA14369572,ERX9258438,Illumina HiSeq 2500,HER004E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER004d,ERP137457,individual,NA,HER004,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709108,73369994,SAMEA14369573,ERX9258439,Illumina HiSeq 4000,HER004E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER004e,ERP137457,individual,NA,HER004,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709109,755070624,SAMEA14369574,ERX9258440,Illumina HiSeq 2500,HER005E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER005a,ERP137457,individual,NA,HER005,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709110,2062377828,SAMEA14369575,ERX9258441,Illumina HiSeq 2500,HER005E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER005b,ERP137457,individual,NA,HER005,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709111,10395431424,SAMEA14369576,ERX9258442,Illumina HiSeq 2500,HER005E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER005c,ERP137457,individual,NA,HER005,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709112,242271044,SAMEA14369577,ERX9258443,Illumina HiSeq 4000,HER005E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER005d,ERP137457,individual,NA,HER005,9th-13th century,Giecz_Poland,NA,NA,NA,NA,historical
ERR9709113,713384532,SAMEA14369578,ERX9258444,Illumina HiSeq 2500,HER006E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER006a,ERP137457,individual,NA,HER006,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709114,2549668716,SAMEA14369579,ERX9258445,Illumina HiSeq 2500,HER006E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER006b,ERP137457,individual,NA,HER006,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709115,680329594,SAMEA14369580,ERX9258446,Illumina HiSeq 4000,HER006E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER006c,ERP137457,individual,NA,HER006,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709116,27609372,SAMEA14369581,ERX9258447,Illumina HiSeq 2500,HER007E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER007a,ERP137457,individual,NA,HER007,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709117,2339395128,SAMEA14369582,ERX9258448,Illumina HiSeq 2500,HER007E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER007b,ERP137457,individual,NA,HER007,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709118,9156412440,SAMEA14369583,ERX9258449,Illumina HiSeq 2500,HER007E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER007c,ERP137457,individual,NA,HER007,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709119,440099466,SAMEA14369584,ERX9258450,Illumina HiSeq 4000,HER007E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER007d,ERP137457,individual,NA,HER007,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709120,49321944,SAMEA14369585,ERX9258451,Illumina HiSeq 2500,HER008E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER008a,ERP137457,individual,NA,HER008,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709121,801887688,SAMEA14369586,ERX9258452,Illumina HiSeq 2500,HER008E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER008b,ERP137457,individual,NA,HER008,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709122,1938794508,SAMEA14369587,ERX9258453,Illumina HiSeq 2500,HER008E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER008c,ERP137457,individual,NA,HER008,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709123,347327784,SAMEA14369588,ERX9258454,Illumina HiSeq 4000,HER008E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER008d,ERP137457,individual,NA,HER008,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709124,394190244,SAMEA14369589,ERX9258455,Illumina HiSeq 2500,HER009E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER009a,ERP137457,individual,NA,HER009,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709125,2286105192,SAMEA14369590,ERX9258456,Illumina HiSeq 2500,HER009E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER009b,ERP137457,individual,NA,HER009,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709126,8926383060,SAMEA14369591,ERX9258457,Illumina HiSeq 2500,HER009E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER009c,ERP137457,individual,NA,HER009,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709127,2113025144,SAMEA14369592,ERX9258458,Illumina HiSeq 4000,HER009E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER009d,ERP137457,individual,NA,HER009,14th-15th century,MalaNieszawka_Poland,NA,NA,NA,NA,historical
ERR9709128,2112098608,SAMEA14369593,ERX9258459,Illumina HiSeq 4000,HER035E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER035,ERP137457,individual,NA,HER035,12th century,Kaldus_Poland,NA,NA,NA,NA,historical
ERR9709129,1016204934,SAMEA14369594,ERX9258460,Illumina HiSeq 4000,HER036E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER036a,ERP137457,individual,NA,HER036,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709130,1575411086,SAMEA14369595,ERX9258461,Illumina NovaSeq 6000,HER036E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER036b,ERP137457,individual,NA,HER036,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709131,1635650724,SAMEA14369596,ERX9258462,Illumina NovaSeq 6000,HER036E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER036c,ERP137457,individual,NA,HER036,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709132,4263218334,SAMEA14369597,ERX9258463,Illumina NovaSeq 6000,HER036E1bL4,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER036d,ERP137457,individual,NA,HER036,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709133,1646824724,SAMEA14369598,ERX9258464,Illumina NovaSeq 6000,HER037E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER037a,ERP137457,individual,NA,HER037,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709134,11450574620,SAMEA14369599,ERX9258465,Illumina NovaSeq 6000,HER037E1bL4,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER037b,ERP137457,individual,NA,HER037,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709135,533038758,SAMEA14369600,ERX9258466,Illumina HiSeq 4000,HER038E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER038a,ERP137457,individual,NA,HER038,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709136,14335231508,SAMEA14369601,ERX9258467,Illumina HiSeq 4000,HER038E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER038b,ERP137457,individual,NA,HER038,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709137,994040550,SAMEA14369602,ERX9258468,Illumina HiSeq 4000,HER038E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER038c,ERP137457,individual,NA,HER038,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709138,21346909562,SAMEA14369603,ERX9258469,Illumina HiSeq 4000,HER038E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER038d,ERP137457,individual,NA,HER038,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709139,1559895836,SAMEA14369604,ERX9258470,Illumina NovaSeq 6000,HER038E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER038e,ERP137457,individual,NA,HER038,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709140,3092461578,SAMEA14369605,ERX9258471,Illumina NovaSeq 6000,HER038E1bL4,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER038f,ERP137457,individual,NA,HER038,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709141,819428076,SAMEA14369606,ERX9258472,Illumina HiSeq 4000,HER039E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER039a,ERP137457,individual,NA,HER039,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709142,1417741114,SAMEA14369607,ERX9258473,Illumina HiSeq 4000,HER039E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER039b,ERP137457,individual,NA,HER039,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709143,6770728864,SAMEA14369608,ERX9258474,Illumina NovaSeq 6000,HER039E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER039c,ERP137457,individual,NA,HER039,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709144,27599971166,SAMEA14369609,ERX9258475,Illumina NovaSeq 6000,HER039E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER039d,ERP137457,individual,NA,HER039,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709145,818468622,SAMEA14369610,ERX9258476,Illumina NovaSeq 6000,HER039E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER039e,ERP137457,individual,NA,HER039,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709146,751064034,SAMEA14369611,ERX9258477,Illumina NovaSeq 6000,HER040E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER040,ERP137457,individual,NA,HER040,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709147,3267770464,SAMEA14369612,ERX9258478,Illumina NovaSeq 6000,HER041E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER041a,ERP137457,individual,NA,HER041,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709148,68051782758,SAMEA14369613,ERX9258479,Illumina NovaSeq 6000,HER041E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER041b,ERP137457,individual,NA,HER041,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709149,1216981782,SAMEA14369614,ERX9258480,Illumina HiSeq 4000,HER042E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER042a,ERP137457,individual,NA,HER042,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709150,1667240528,SAMEA14369615,ERX9258481,Illumina NovaSeq 6000,HER042E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER042b,ERP137457,individual,NA,HER042,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709151,40698142120,SAMEA14369616,ERX9258482,Illumina NovaSeq 6000,HER042E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER042c,ERP137457,individual,NA,HER042,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709152,988751322,SAMEA14369617,ERX9258483,Illumina NovaSeq 6000,HER043E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER043a,ERP137457,individual,NA,HER043,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709153,21246043072,SAMEA14369618,ERX9258484,Illumina NovaSeq 6000,HER043E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER043b,ERP137457,individual,NA,HER043,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709154,426228002,SAMEA14369619,ERX9258485,Illumina NovaSeq 6000,HER044E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER044,ERP137457,individual,NA,HER044,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709155,718917946,SAMEA14369620,ERX9258486,Illumina HiSeq 4000,HER045E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER045a,ERP137457,individual,NA,HER045,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709156,3115957782,SAMEA14369621,ERX9258487,Illumina NovaSeq 6000,HER045E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER045b,ERP137457,individual,NA,HER045,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709157,772433554,SAMEA14369622,ERX9258488,Illumina NovaSeq 6000,HER045E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER045c,ERP137457,individual,NA,HER045,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709158,5214217240,SAMEA14369623,ERX9258489,Illumina NovaSeq 6000,HER045E1bL4,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER045d,ERP137457,individual,NA,HER045,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709159,1473592994,SAMEA14369624,ERX9258490,Illumina HiSeq 4000,HER046E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER046a,ERP137457,individual,NA,HER046,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709160,813449986,SAMEA14369625,ERX9258491,Illumina HiSeq 4000,HER046E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER046b,ERP137457,individual,NA,HER046,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709161,10423497082,SAMEA14369626,ERX9258492,Illumina NovaSeq 6000,HER046E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER046c,ERP137457,individual,NA,HER046,800-850 CE,Truso_Poland,NA,NA,NA,NA,historical
ERR9709162,2361302968,SAMEA14369627,ERX9258493,Illumina HiSeq 4000,HER047E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER047a,ERP137457,individual,NA,HER047,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709163,90549880382,SAMEA14369628,ERX9258494,Illumina NovaSeq 6000,HER047E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER047b,ERP137457,individual,NA,HER047,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709164,775199270,SAMEA14369629,ERX9258495,Illumina HiSeq 4000,HER047E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER047c,ERP137457,individual,NA,HER047,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709165,2503378566,SAMEA14369630,ERX9258496,Illumina NovaSeq 6000,HER047E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER047d,ERP137457,individual,NA,HER047,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709166,2671116916,SAMEA14369631,ERX9258497,Illumina NovaSeq 6000,HER047E1bL4,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER047e,ERP137457,individual,NA,HER047,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709167,828164030,SAMEA14369632,ERX9258498,Illumina HiSeq 4000,HER048E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER048,ERP137457,individual,NA,HER048,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709168,8247486818,SAMEA14369633,ERX9258499,Illumina NovaSeq 6000,HER050E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER050,ERP137457,individual,NA,HER050,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709169,576268246,SAMEA14369634,ERX9258500,Illumina HiSeq 4000,HER051E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER051a,ERP137457,individual,NA,HER051,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709170,19368892914,SAMEA14369635,ERX9258501,Illumina NovaSeq 6000,HER051E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER051b,ERP137457,individual,NA,HER051,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709171,1666805950,SAMEA14369636,ERX9258502,Illumina NovaSeq 6000,HER051E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER051c,ERP137457,individual,NA,HER051,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709172,543646206,SAMEA14369637,ERX9258503,Illumina HiSeq 4000,HER052E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER052a,ERP137457,individual,NA,HER052,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709173,1313589468,SAMEA14369638,ERX9258504,Illumina NovaSeq 6000,HER052E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER052b,ERP137457,individual,NA,HER052,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709174,911921918,SAMEA14369639,ERX9258505,Illumina NovaSeq 6000,HER054E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER054,ERP137457,individual,NA,HER054,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709175,1853677812,SAMEA14369640,ERX9258506,Illumina HiSeq 4000,HER055E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER055a,ERP137457,individual,NA,HER055,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709176,1558679380,SAMEA14369641,ERX9258507,Illumina NovaSeq 6000,HER055E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER055b,ERP137457,individual,NA,HER055,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709177,1699100018,SAMEA14369642,ERX9258508,Illumina HiSeq 4000,HER056E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER056a,ERP137457,individual,NA,HER056,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709178,13560104718,SAMEA14369643,ERX9258509,Illumina NovaSeq 6000,HER056E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER056b,ERP137457,individual,NA,HER056,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709179,1604755218,SAMEA14369644,ERX9258510,Illumina NovaSeq 6000,HER056E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER056c,ERP137457,individual,NA,HER056,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709180,2956899818,SAMEA14369645,ERX9258511,Illumina NovaSeq 6000,HER056E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER056d,ERP137457,individual,NA,HER056,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709181,4315181964,SAMEA14369646,ERX9258512,Illumina NovaSeq 6000,HER056E1bL4,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER056e,ERP137457,individual,NA,HER056,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709182,1712863668,SAMEA14369647,ERX9258513,Illumina HiSeq 4000,HER057E1bL1,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER057a,ERP137457,individual,NA,HER057,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709183,1584470784,SAMEA14369648,ERX9258514,Illumina NovaSeq 6000,HER057E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER057b,ERP137457,individual,NA,HER057,750-850 CE,KolowbrzwegBudzistowo_Poland,NA,NA,NA,NA,historical
ERR9709184,21346568,SAMEA14369649,ERX9258515,Illumina HiSeq 4000,HER059E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER059a,ERP137457,individual,NA,HER059,14th century,KadriorgWreck_Estonia,NA,NA,NA,NA,historical
ERR9709185,22361361084,SAMEA14369650,ERX9258516,Illumina NovaSeq 6000,HER059E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER059b,ERP137457,individual,NA,HER059,14th century,KadriorgWreck_Estonia,NA,NA,NA,NA,historical
ERR9709186,1127508846,SAMEA14369651,ERX9258517,Illumina NovaSeq 6000,HER059E1bL3,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER059c,ERP137457,individual,NA,HER059,14th century,KadriorgWreck_Estonia,NA,NA,NA,NA,historical
ERR9709187,1628050894,SAMEA14369652,ERX9258518,Illumina NovaSeq 6000,HER110E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER110a,ERP137457,individual,NA,HER110,10th century,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709188,16445030084,SAMEA14369653,ERX9258519,Illumina NovaSeq 6000,HER110E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER110b,ERP137457,individual,NA,HER110,10th century,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709189,2550357686,SAMEA14369654,ERX9258520,Illumina NovaSeq 6000,HER111E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER111,ERP137457,individual,NA,HER111,10th-11th century,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709190,1399067548,SAMEA14369655,ERX9258521,Illumina NovaSeq 6000,HER112E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER112a,ERP137457,individual,NA,HER112,10th-11th century,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709191,17416584318,SAMEA14369656,ERX9258522,Illumina NovaSeq 6000,HER112E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER112b,ERP137457,individual,NA,HER112,10th-11th century,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709192,3236564502,SAMEA14369657,ERX9258523,Illumina NovaSeq 6000,HER113E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER113,ERP137457,individual,NA,HER113,10th-11th century,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709193,1286763110,SAMEA14369658,ERX9258524,Illumina NovaSeq 6000,HER114E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER114,ERP137457,individual,NA,HER114,10th-11th century,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
ERR9709194,818237592,SAMEA14369659,ERX9258525,Illumina NovaSeq 6000,HER115E1bL2,PAIRED,Clupea harengus,ILLUMINA,BAL_22_HER115,ERP137457,individual,NA,HER115,10th-11th century,Selso-Vestby_Denmark,NA,NA,NA,NA,historical
